author,original_message,reply_emojis,encoded
wobkobi,Not good barbie,:harryBarbie:,26
wobkobi,They shouldn’t be barbie,:harryBarbie:,26
bombard21,"# IPHONE 15 BARBIE THEME @pizza 💅🏻 
# IPHONE 15 BARBIE THEME @pizza 💅🏻 
# IPHONE 15 BARBIE THEME @pizza 💅🏻 
# IPHONE 15 BARBIE THEME @pizza 💅🏻 
# IPHONE 15 BARBIE THEME @pizza 💅🏻",:harryBarbie:,26
gentleman_nathan,sup 38,:nathanielScary:,21
gentleman_nathan,hot,:nathanielScary:,21
gentleman_nathan,What did you guys think of doja cat,:thinking:,39
bombard21,No I will hate u more,:erinnnnnnnnnnnnnn:,22
gentleman_nathan,did you ever come across a piece called Rojo y Negro,:skull~1:,5
gentleman_nathan,i need to finish my lunch,:nathanielScary:,21
oc2906,and because parking is a pain for more than 3 hours I'm bringing my old plates,:erinnnnnnnnnnnnnn:,22
buddymmmm1,Why would Lisa go to timezone but not dinner,:skull~1:,5
oc2906,notice the minor issue there,:skull~1:,5
csonic235,https://tenor.com/view/cap-capping-lying-liar-yeah-gif-24723670,:lisaCat:,0
bombard21,Iphone stock leaked,:erinnnnnnnnnnnnnn:,22
gentleman_nathan,You’re an electric kiwi,no you,31
wobkobi,the child singing :skull~1:,:skull~1:,5
e.rinh,everyone buy this for your cats,:queenLuma:,46
e.rinh,good luck finding him,:erinnnnnnnnnnnnnn:,22
wobkobi,whats that,:queenLuma:,46
wobkobi,double standards,DRAMA,45
e.rinh,burger night smh,:mad:,4
e.rinh,pizza night tomorrow :mad:,:mad:,4
e.rinh,my parents are ditching us this weekend,DRAMA,45
e.rinh,why can’t the all blacks game start at 9,:erinnnnnnnnnnnnnn:,22
wobkobi,@zach 🤓 llama,:llama:,32
wobkobi,https://tenor.com/view/barbie-ryan-gosling-glasses-margot-robbie-handsome-gif-13665100648649288173,:harryBarbie:,26
gentleman_nathan,I thought he was a white dude,DRAMA,45
abuffaloherd,@bozo WAKE THE FUCK UP NIGGAS IT IS SATURDAY GET YOUR SPARKLE ON ✨,:harryBarbie:,26
e.rinh,alllblackkksss,:catThumbsUp:,48
oc2906,and ofc i'm juiced up on V,:erinnnnnnnnnnnnnn:,22
bombard21,@pizza 💅🏻,:erinnnnnnnnnnnnnn:,22
gentleman_nathan,Which poll?,:skull~1:,5
gentleman_nathan,Is poll 3 already released,:erinnnnnnnnnnnnnn:,22
e.rinh,nah jkjk,:thinking:,39
e.rinh,no u,no you,31
bombard21,Omg it's Lisa's john,SHUT UP,7
gentleman_nathan,No you’re monalisa,no you,31
wobkobi,Live Nathan laughing hysterically,:ohNoFull:,34
yungmarin,what r they messaging u about,:skull~1:,5
e.rinh,LLAMA,:llama:,32
wobkobi,@pizza 💅🏻 not giving,:erinnnnnnnnnnnnnn:,22
abuffaloherd,Lisa you’re being a nigger,:skull~1:,5
abuffaloherd,It ends with a date,SHUT UP,7
e.rinh,yeah thats so sad and scary :(,:joever:,6
abuffaloherd,harrison was more giving than you yesterday,:heheHarrison:,1
abuffaloherd,harrison was more giving than you yesterday,:heheHarrison:,1
abuffaloherd,no you can't,no you,31
gentleman_nathan,You’re bad,no you,31
gentleman_nathan,NO YOU BOZO,no you,31
gentleman_nathan,Bro what they want to ban fizzy drinks in secondary schools,:skull~1:,5
wobkobi,ur a llama,:llama:,32
wobkobi,👿,:erinnnnnnnnnnnnnn:,22
wobkobi,Come join our 8am,:erinnnnnnnnnnnnnn:,22
bombard21,@pizza 💅🏻 omg me and harrison are up at a good hour,:heheHarrison:,1
wobkobi,didnt know if we should,https://cdn.discordapp.com/emojis/954378740958363748.webp?size=128&quality=lossless,19
bombard21,@pizza 💅🏻 not giving have to pay to enter cat cafe,:ohNoFull:,34
gentleman_nathan,Was it like internal pain?,:thinking:,39
bombard21,I'm there now,:erinnnnnnnnnnnnnn:,22
oc2906,your awkward,no you,31
oc2906,I'm lachlan,no you,31
gentleman_nathan,Good concert ty,:yay:,23
oc2906,Not good jack was better,:evilJack:,40
abuffaloherd,i don't think they realize we have better things to do than write a 14 page report,:thinking:,39
gentleman_nathan,"Don’t think, just do",:thinking:,39
gentleman_nathan,Okie I leave the country,:erinnnnnnnnnnnnnn:,22
nekoshay,But i think im deadset on getting the iphone pro max either 14 or 15,:thinking:,39
bombard21,sop yea i think i  just like hold oput,:thinking:,39
wobkobi,@pizza 💅🏻,:erinnnnnnnnnnnnnn:,22
gentleman_nathan,:lisa: :clown~1:,:nathanielHuh:,55
e.rinh,now I’m hungry,:erinnnnnnnnnnnnnn:,22
bombard21,@besorry,:catCry:,2
wobkobi,excuses,:mad:,4
e.rinh,im never showing my face again,:erinnnnnnnnnnnnnn:,22
yungmarin,Y’all remember the box dimension in club penguin?,:ohHello:,16
gentleman_nathan,no you,no you,31
lisa38,Draaaamaaaa,:skull~1:,5
e.rinh,yeah,:ohHello:,16
e.rinh,riley must of seen something or idk cause she like ran into the glass doors :lisaCat:,:ohNoFull:,34
bureikuz,it seems ive been misgendered,:yay:,23
gentleman_nathan,yes ma’am,:yay:,23
gentleman_nathan,I got some of the donated food at church 💀,:skull~1:,5
bureikuz,bribery,:erinnnnnnnnnnnnnn:,22
e.rinh,someone come to my house,:lisaCat:,0
e.rinh,we should’ve gone to the moon festival tonight,https://cdn.discordapp.com/emojis/954378740958363748.webp?size=128&quality=lossless,19
e.rinh,you knew before me,DRAMA,45
csonic235,u,:clown:,54
gentleman_nathan,:clown: :lisa:,:clown:,54
lisa38,:clown: :nathanielHuh:,:nathanielScary:,21
abuffaloherd,you take sauce on your food???,:skull~1:,5
gentleman_nathan,you were too good for them Lisa,:yay:,23
e.rinh,barbie stickers,:harryBarbie:,26
oc2906,no actually because she doesn't like manual,DRAMA,45
oc2906,no getting a gr type plate,:harryBarbie:,26
gentleman_nathan,:clown~1:,:clown:,54
gentleman_nathan,LISA NO,:nathanielScary:,21
gentleman_nathan,damn Lisa,:mad:,4
abuffaloherd,what terms,:thinking:,39
gentleman_nathan,WHERE ARE YOU GOING,:thinking:,39
gentleman_nathan,THATS PRETTY DEEP LISA,:nathanielScary:,21
bombard21,Uhhh actually 🤓,:evilJack:,40
e.rinh,like it didn’t even say showers or anything I don’t think,:thinking:,39
e.rinh,we still need your muffins 🤭,:catCry:,2
e.rinh,vote nz loyal,:skull~1:,5
e.rinh,what do you do,:joever:,6
e.rinh,i carried her for 9 months,:erinnnnnnnnnnnnnn:,22
e.rinh,what,:lisaCat:,0
gentleman_nathan,@pizza 💅🏻 barkers shoes are like 3 million +,:erinnnnnnnnnnnnnn:,22
e.rinh,snacks snacks snacks,:yay:,23
wobkobi,ur sisters one,:lisaCat:,0
wobkobi,Oh no,https://cdn.discordapp.com/emojis/1069084325720637500.webp?size=128&quality=lossless,10
bureikuz,@pizza 💅🏻 what gun,:gun:,18
wobkobi,App didn’t believe in me,:lisaCat:,0
bombard21,Log book up To date,:yay:,23
bombard21,Now tim to kms so more and write some bs about report,:ohNoFull:,34
wobkobi,oh yeah,:lisaCat:,0
bombard21,are england's good batters gone yet,:catCry:,2
buddymmmm1,Lisa’s sanity 📉📉📉,https://cdn.discordapp.com/emojis/1069084325720637500.webp?size=128&quality=lossless,10
wobkobi,@pizza 💅🏻 whose watching now?,:mad:,4
wobkobi,They won’t,https://cdn.discordapp.com/emojis/1069084325720637500.webp?size=128&quality=lossless,10
bombard21,We should screenshot and send it in bcis,https://cdn.discordapp.com/emojis/954378740958363748.webp?size=128&quality=lossless,19
wobkobi,Over halfway of runs done with less than half the overs to go,https://cdn.discordapp.com/emojis/1069084325720637500.webp?size=128&quality=lossless,10
wobkobi,Fucking destroyed,https://cdn.discordapp.com/emojis/1069084325720637500.webp?size=128&quality=lossless,10
wobkobi,no,:erinnnnnnnnnnnnnn:,22
wobkobi,because she is not giving,DRAMA,45
wobkobi,sleep fixed?,:yesPingu:,53
wobkobi,they have a team,:mad:,4
abuffaloherd,can we have a racist channel,:skull~1:,5
bureikuz,:ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull::ohNoFull:vvv,:ohNoFull:,34
wobkobi,@pizza 💅🏻 what do you need to show to vote,:joever:,6
csonic235,concept: chocolate pizza,:ohNoFull:,34
bombard21,huh?,:clown:,54
wobkobi,That’s a lot,https://cdn.discordapp.com/emojis/1069084325720637500.webp?size=128&quality=lossless,10
bombard21,:erinnnnnnnnnnnnnn:,:evilJack:,40
csonic235,Moreporks outside my house are going nuts rn,:GigaChad:,56
wobkobi,@pizza 💅🏻,:erinnnnnnnnnnnnnn:,22
wobkobi,oh @pizza 💅🏻 did you fix vote bot,:joever:,6
wobkobi,Still less deaths than Lisa,:mad:,4
bombard21,bro im lurking that server rn,:lisaCat:,0
gentleman_nathan,Sus,:erinnnnnnnnnnnnnn:,22
e.rinh,she’s busy making money,:ohNoFull:,34
abuffaloherd,so i have to cook for her and clean the house when we get married,:skull~1:,5
buddymmmm1,I actually almost died wtf,:ohHello:,16
wobkobi,So someone gets a duck,:mad:,4
buddymmmm1,go sleep,no you,31
e.rinh,that is true,:erinnnnnnnnnnnnnn:,22
buddymmmm1,TIMING LMAO,:catCry:,2
e.rinh,ty nathan :),:nathanielScary:,21
wobkobi,bow,https://cdn.discordapp.com/emojis/1070869015343411210.webp?size=128&quality=lossless,8
gentleman_nathan,used it for work a while back,:yay:,23
bureikuz,"I just write what im thinking, then put it through chatgpt then write it again",:thinking:,39
wobkobi,@pizza 💅🏻,:ohHello:,16
wobkobi,Nah I think they just stay in power until it’s decided,:thinking:,39
wobkobi,Not more quizzes,:slayy:,11
e.rinh,no you stop copying me,:mad:,4
e.rinh,she’ll be there just for you,:erinnnnnnnnnnnnnn:,22
e.rinh,i dont have the willpower for that,:thinking:,39
e.rinh,:no:,:erinnnnnnnnnnnnnn:,22
wobkobi,all your fault,:no:,35
bombard21,Instant pass on full,:yay:,23
buddymmmm1,Nah that’s because rnd,:gigaChad:,33
buddymmmm1,wtf is that thing,:lisaCat:,0
wobkobi,@pizza 💅🏻 might be you,https://cdn.discordapp.com/emojis/1069084325720637500.webp?size=128&quality=lossless,10
wobkobi,no PCs in jail,:lisaCat:,0
bombard21,why is lisa in prison,:erinnnnnnnnnnnnnn:,22
csonic235,what year do they think we're in,:thinking:,39
bombard21,@pizza 💅🏻,:yay:,23
e.rinh,imagine,:llama:,32
e.rinh,at the year 12 ball i spilled the drink they gave us on the way in,:skull~1:,5
buddymmmm1,they are saying the left vote late,:joever:,6
e.rinh,I’ll go do my passport now xoxoo,:gigaChad:,33
abuffaloherd,"""thank you aidan""",:skull~1:,5
bureikuz,this is so sad,:joever:,6
e.rinh,just hand in this bot instead,:yesPingu:,53
e.rinh,this,:lisaCat:,0
wobkobi,theres is also the dead person Electorates,:erinnnnnnnnnnnnnn:,22
bureikuz,reflective shitport,:lisaCat:,0
abuffaloherd,boring,:thinking:,39
buddymmmm1,@pizza 💅🏻 this is kinda what were are doing for data mining project lmao,:lisaCat:,0
abuffaloherd,you're the queen lisa,:erinnnnnnnnnnnnnn:,22
csonic235,just say it,:mad:,4
e.rinh,save it for tomo :slayy:,:slayy:,11
bombard21,@unipeople we go auckland fish market tomorrow for food,:skull~1:,5
oc2906,you don't get that privilge,:mad:,4
abuffaloherd,Wtf harrison,:heheHarrison:,1
abuffaloherd,kys,no you,31
abuffaloherd,THIS MF,:lisaCat:,0
wobkobi,Good riddance,https://cdn.discordapp.com/emojis/1069084325720637500.webp?size=128&quality=lossless,10
bureikuz,oh no quickly!,:ohNoFull:,34
e.rinh,i cannot go on a walk without this happening :erinnnnnnnnnnnnnn:,:yay:,23
e.rinh,https://tenor.com/view/shut-up-your-mouth-just-gif-24456060,:no:,35
csonic235,"Based off the fact she's offline, I reckon she's already left",BASED,29
e.rinh,yassss just got home from that :yay:,:yay:,23
e.rinh,:catThumbsUp:,:catThumbsUp:,48
bombard21,Poo,:skull~1:,5
bureikuz,Wz012,:erinnnnnnnnnnnnnn:,22
bombard21,be like lachlan just work 30 hour weeks,:erinnnnnnnnnnnnnn:,22
bombard21,aint no way,:catThumbsUp:,48
abuffaloherd,@unipeople michael jackson would like to know your location,:evilJack:,40
bombard21,U can send each other pics,:skull~1:,5
bombard21,get well soon,:yay:,23
bombard21,"https://cdn.discordapp.com/attachments/917648326030143508/1164820501592551427/Sc217f26650f6409c90f2f62927aa4e26F.png?ex=65449aa0&is=653225a0&hm=861eddb8c7fc833ad06ab71e75258d6bdc3be82e448e84d21906384c7f04f9cc&
https://cdn.discordapp.com/attachments/917648326030143508/1164820502267826286/S249fc0b1da1242798ebc9e1d1a2ee2aex.png?ex=65449aa1&is=653225a1&hm=6e303bb7d832fa7fa9443c99a5072327748a11d5d7e60411b3f6867a346703f4&
https://cdn.discordapp.com/attachments/917648326030143508/1164820628176654346/s-l1600.png?ex=65449abf&is=653225bf&hm=c968a797ac6e918948631edcea959c1b7b093c905fd7aab1c18f73be4f69c60a&
@pizza 💅🏻 @arin 🐢 

so giving",:harryBarbie:,26
abuffaloherd,@pizza 💅🏻 @chedder 🧀 @arin 🐢 https://www.youtube.com/watch?v=T48DVZ6OheU,:thinking:,39
abuffaloherd,@pizza 💅🏻 drink penicilin,:erinnnnnnnnnnnnnn:,22
wobkobi,erin for leader,:yay:,23
bombard21,lachlan is nice,:skull~1:,5
gentleman_nathan,YAY,:lisaCat:,0
abuffaloherd,drinking problem,:slayy:,11
buddymmmm1,i think 6months?,:skull~1:,5
e.rinh,you should come watch the movie with us,https://cdn.discordapp.com/emojis/1069084325720637500.webp?size=128&quality=lossless,10
bombard21,it was a statement,:no:,35
abuffaloherd,work = kitchen,SHUT UP,7
bombard21,"see there is a saying

""rember to be a cunt today and to make sure that people having a good day that don't deserve it shouldn't""",:skull~1:,5
abuffaloherd,@unipeople do i finally get rid of john from my steam,:yesPingu:,53
e.rinh,same :catThumbsUp:,:no:,35
wobkobi,adian when he sees you,:erinnnnnnnnnnnnnn:,22
bureikuz,like everyone complaining how shit at hop is,:llama:,32
wobkobi,not if its cricket night,:erinnnnnnnnnnnnnn:,22
wobkobi,omg sunset is in an hour,:yesPingu:,53
wobkobi,no,:erinnnnnnnnnnnnnn:,22
e.rinh,haven’t even been served so u don’t know if the service is good or not,https://cdn.discordapp.com/emojis/841886073519996979.gif?size=128&quality=lossless,24
bombard21,happy man,:yay:,23
wobkobi,Nah,:lisaCat:,0
lisa38,PICK A PILL @bozo,:ohHello:,16
gentleman_nathan,Yeah probably,:nathanielScary:,21
bureikuz,@pizza 💅🏻  7 w nathan,:nathanielScary:,21
abuffaloherd,blake and nathan are here,:nathanielScary:,21
e.rinh,lisa this is why you dont gamble,:erinnnnnnnnnnnnnn:,22
bombard21,@pizza 💅🏻,:ohHello:,16
abuffaloherd,@bozo harrison is a bitchass motherfucker he refused to play overcooked with me,no you,31
nekoshay,Sorry I couldn't come 💖,:yay:,23
bombard21,fort check,:yay:,23
gentleman_nathan,Level?,:thinking:,39
nekoshay,damn lisa is vaping,:erinnnnnnnnnnnnnn:,22
gentleman_nathan,Hi Monalisa,:nathanielScary:,21
wobkobi,better not go,:no:,35
wobkobi,taking this out of context',:lisaCat:,0
wobkobi,@pizza 💅🏻,:ohHello:,16
bureikuz,This is so sad,:joever:,6
gentleman_nathan,Thanks Lisa you too,:nathanielScary:,21
bombard21,🍞,:erinnnnnnnnnnnnnn:,22
csonic235,"""no sorry I don't think Chad would want you there""",:gigaChad:,33
bombard21,@pizza 💅🏻 :pigSad: why no go,:joever:,6
wobkobi,Assuming you’re around the corner,:skull~1:,5
gentleman_nathan,Thank you Jack for having it ona weekend ♥️,:catCry:,2
abuffaloherd,stfu,:skull~1:,5
wobkobi,Fixed some names of the pigs,:yay:,23
wobkobi,:mad:,:yay:,23
wobkobi,@pizza 💅🏻 why late,:angy:,20
wobkobi,Do better,no you,31
abuffaloherd,i'd dumb it down to your level but i'm afraid of heights,:joever:,6
e.rinh,I AM FREE,:yay:,23
e.rinh,tomorrow,:pigWoozy:,27
wobkobi,NO YOU DONT,no you,31
bombard21,What happened to fort @pizza 💅🏻,:pigWoozy:,27
bombard21,@pizza 💅🏻 region based for be real,BASED,29
gentleman_nathan,I have been working on excel spreadsheets all day,:nathanielScary:,21
e.rinh,margot robbie in auckland slay,:harryBarbie:,26
buddymmmm1,Home?,:pigWoozy:,27
gentleman_nathan,yeah,:nathanielScary:,21
gentleman_nathan,Aight vote me into office next year boys I’m gonna fix this,:joever:,6
gentleman_nathan,You get it Lisa,:nathanielScary:,21
wobkobi,Make that a sticker here,:pigWoozy:,27
buddymmmm1,DID YOU DO IT,:erinnnnnnnnnnnnnn:,22
abuffaloherd,if you shut up now i won't,:erinnnnnnnnnnnnnn:,22
buddymmmm1,So cold tonight,:pigCold:,25
gentleman_nathan,Ikr,:lisaCat:,0
e.rinh,how was work Nathan,:nathanielScary:,21
bombard21,Ur mum after I railed her,:ohHello:,16
buddymmmm1,weird thing to say hello to,:ohHello:,16
bombard21,Since U have been working can U pay for my ticket,:notSlayy:,57
wobkobi,Lazy,:angy:,20
gentleman_nathan,Top 4 based,:yay:,23
buddymmmm1,you are picking up right?,:yay:,23
e.rinh,:lisaCat:,:lisaCat:,0
gentleman_nathan,I watched an episode of ACI before bed yesterday,:ohHello:,16
e.rinh,i still remember the third of December,:ohHello:,16
bombard21,Are we slaying here?,:yay:,23
gentleman_nathan,Congrats Lisa,:nathanielScary:,21
gentleman_nathan,Are there any homeware stores in Newmarket?,:pigWoozy:,27
bombard21,"||@bozo ||

React to the days that you are confirmed to be not working next week this is just to organise graduation dinner

## React With the associated Emojis 
### 11th to the 17th


- Monday 11th 1️⃣ 
- Tuesday 12th  2️⃣ 
- ~~Wednesday 13th 3️⃣ (Graduation Day)~~
- Thursday  14th 4️⃣ 
- ~~Friday  15th 5️⃣ (Lisa & Blake Birthday)~~
- Saturday 16th 6️⃣ 
- Sunday 17th 7️⃣",:skull~1:,5
buddymmmm1,Cricket every night,:erinnnnnnnnnnnnnn:,22
gentleman_nathan,right?,:thinking:,39
e.rinh,@pizza 💅🏻 @ae2 crip🦕 best bday present for you two,:thinking:,39
